delta_log_power,theta_log_power,alpha_log_power,beta_log_power,participant_id,epoch_idx
0.9659065621688011,2.278666995355838,0.5395773253783465,0.05523695898953948,SC4001E0-PSG,0
0.30981602096069194,0.6129664596056326,1.4228990836462272,1.5630239881954893,SC4001E0-PSG,1
0.645699899868811,-0.8226120681023279,1.7019588989039098,0.6970213459839534,SC4001E0-PSG,2
-0.6288046399231295,-1.1612816650328721,1.8376982892649245,-0.415781601736669,SC4001E0-PSG,3
-0.6608159126306508,0.18758785973676767,1.4436279184754606,-0.5881383023183463,SC4001E0-PSG,4
0.4280937671891229,2.9092276687240926,0.8421595502827695,-0.06324326440712497,SC4001E0-PSG,5
0.7502325166236069,1.6772758788667952,1.5911577356204671,2.005774738221988,SC4001E0-PSG,6
0.9879723599743803,0.9792510504422406,-0.5387172837575411,-0.15459110431227033,SC4001E0-PSG,7
-0.08610901797526517,1.5303937858033587,0.5020622603575172,0.006234318605807773,SC4001E0-PSG,8
0.46237896289652375,0.44757869699709574,0.2999831671155381,0.9763314657634898,SC4001E0-PSG,9
0.7933582022996479,0.23615247367341613,0.3639080356890416,0.14514834516161781,SC4001E0-PSG,10
0.9737060866844583,0.9308001019483698,0.5198703701600789,0.657099914490822,SC4001E0-PSG,11
0.866960025587741,1.512537224069463,0.8532486145512667,0.3775220791817206,SC4001E0-PSG,12
0.15555354800781135,0.7888508582648962,-0.2232191997815082,0.18291143653628833,SC4001E0-PSG,13
-0.6089872720305115,-1.3128702884438674,-2.32157798126157,-0.646437959417969,SC4001E0-PSG,14
0.025694893734072258,-0.03076761254477144,0.4701072674511287,0.43062364937163694,SC4001E0-PSG,15
-0.546937495595244,-0.32371990940749534,-0.39631522797634255,0.17358989384670379,SC4001E0-PSG,16
0.495595838052181,0.8308647889868281,1.077899549967847,0.6142725427227921,SC4001E0-PSG,17
0.24178369408775627,0.26174234821617626,0.04430262481893887,0.04162706646985102,SC4001E0-PSG,18
-0.644363866661227,-0.6960116874571819,-0.5014511621591344,0.7267087154801433,SC4001E0-PSG,19
-0.36740927161193987,-1.643835468161284,-1.385562728931272,-0.1894186146190802,SC4001E0-PSG,20
-1.3224114518238053,-1.4628981104773757,-1.376794345756475,-0.545729891499971,SC4001E0-PSG,21
-1.315937802824453,-2.090191681690707,-0.7542386135659884,0.28104768821863546,SC4001E0-PSG,22
-1.640712426318914,-1.8795885883244001,-1.0696367071502846,0.0865749691744898,SC4001E0-PSG,23
-0.4934925543808499,-0.5092720920517608,-1.2804101746450745,-0.23291604311639674,SC4001E0-PSG,24
0.2895847683043182,-0.7191121011500535,-0.37521898255109587,-0.012252547193161574,SC4001E0-PSG,25
-0.22948872391667038,-0.9829178272977183,-0.7985244528240139,0.19505771356124194,SC4001E0-PSG,26
-1.1842610602413586,-1.410054985115481,-0.9829629118359823,0.20283237810447827,SC4001E0-PSG,27
-0.360063999425102,-0.7275080954574302,0.03202783689120207,0.1740198070529749,SC4001E0-PSG,28
0.16393165604822005,-0.11069818606077925,-0.38702370734098945,0.18371115105481153,SC4001E0-PSG,29
-0.33320724672137536,-0.7704804283896286,-0.6169887507363684,0.288073828676531,SC4001E0-PSG,30
-1.5870505505346384,-0.7421193555868026,-0.5238472132573827,0.1943418483368339,SC4001E0-PSG,31
-0.5373818839241726,-1.20244095463633,-1.0570555019900618,0.01573059006255848,SC4001E0-PSG,32
-0.9712439135443087,-1.242890135542699,-0.8008686052946216,0.1679536642777179,SC4001E0-PSG,33
-0.9470202978637571,-1.1262303963894227,-0.8876337299023996,-0.35008164253562446,SC4001E0-PSG,34
0.3284985143631857,-0.006572152404180259,-0.2133269419094032,0.017460404275411685,SC4001E0-PSG,35
-0.12546933265006366,-0.9202601424757463,-0.42203912415320394,0.579165358343764,SC4001E0-PSG,36
-0.5170356402074031,-0.7605798598502859,-0.2906632183831663,-0.0588653129997238,SC4001E0-PSG,37
-1.4956118666099547,-1.0531806556998549,-1.1023844831481462,0.33796353100646126,SC4001E0-PSG,38
-0.5933481408930332,-0.9149656632883435,-0.9179414559782129,0.18790819265209424,SC4001E0-PSG,39
0.3964818522416512,-0.25635999353587036,0.39475872561687314,0.2725567455056252,SC4001E0-PSG,40
0.018959024611038326,-0.8147885200572431,-0.7220742538999033,-0.1833604139632753,SC4001E0-PSG,41
0.3090140975670817,-0.4509918830781623,-0.7538077460090555,0.14910704908276534,SC4001E0-PSG,42
-0.27084045270436197,-0.48641152957940326,-0.32310339537457106,0.45225234008682486,SC4001E0-PSG,43
-0.9730529157268933,-2.3394738021911174,-1.6078942839133024,-0.5178019679712127,SC4001E0-PSG,44
-0.6167371901175046,-0.24447424640423474,-0.03991300834237997,0.5929071920301922,SC4001E0-PSG,45
-1.0828005539501062,-1.2904728332837052,-0.17361745526677458,0.24625703139362523,SC4001E0-PSG,46
-0.6149324620313317,-0.9365090624814123,-0.6131661195083752,0.49873961653795157,SC4001E0-PSG,47
0.2661129642375809,-0.608644533430916,0.05986862749403924,0.29728656860200264,SC4001E0-PSG,48
-0.21524675442565327,-0.9582779899087808,-0.9640024265752162,-0.30621881690180053,SC4001E0-PSG,49
-0.9353632235084706,-1.1516087704188651,-1.374542544976376,-0.18086661544060242,SC4001E0-PSG,50
-0.10891878527319607,-1.297512779642367,-0.7346332929961464,0.025229183889822617,SC4001E0-PSG,51
-0.5172812909605354,-0.8113615020978486,-0.5625229525438026,0.20623672547638008,SC4001E0-PSG,52
-0.31380425143329227,-0.8750648603509918,-0.3259165833141312,0.5079850911349687,SC4001E0-PSG,53
-0.9763309721968475,-1.1566722659745956,-0.7074045337811871,0.5571658777256782,SC4001E0-PSG,54
-0.30406896593445804,-1.0556052095334114,-0.917743616390357,0.3935012136687287,SC4001E0-PSG,55
-0.8546961966230302,-0.9291736756000654,-0.46117369934636904,0.7572249613134094,SC4001E0-PSG,56
-2.0453402694397727,0.044637461560462825,-0.7299874340398703,0.3358169666922847,SC4001E0-PSG,57
-2.4885744915500143,-1.1909965093808437,-1.149760703798803,-0.13414369632769285,SC4001E0-PSG,58
-0.32205675710320086,-1.069359524022175,-0.6450879983534014,0.049128677395024925,SC4001E0-PSG,59
-0.6759839494116477,-0.8124203185135052,-0.6994470839417228,0.11469100494559009,SC4001E0-PSG,60
-0.6644806590930092,-0.664886661024335,-0.7121180225677677,-0.06221328710129234,SC4001E0-PSG,61
-1.4820432037685562,-1.6237453313594405,-1.4813869902053651,-0.10686697182693268,SC4001E0-PSG,62
-0.17450062915307607,-0.8069291810605121,-0.8232936579454526,0.055144756820915714,SC4001E0-PSG,63
-0.5637593270961015,-1.3617053497387577,-1.6053508795517766,-0.05415370216980246,SC4001E0-PSG,64
-0.139140948549835,-0.32937959847860965,0.08379006850566065,0.8067120643593032,SC4001E0-PSG,65
0.4289036587736155,0.27293471977509987,0.20283602804194423,0.5631508857279868,SC4001E0-PSG,66
0.03500532050159004,-0.6826307829495107,-0.5877201216090622,-0.3574181711343331,SC4001E0-PSG,67
0.966269024400632,1.441368881476096,1.3265698170295313,0.1565174016073234,SC4001E0-PSG,68
0.11472912658335424,-0.014066630525223693,-0.2750425771703906,0.12260907527814523,SC4001E0-PSG,69
1.1969568550258967,1.0334940322419672,1.2544103906160973,1.000623116952644,SC4001E0-PSG,70
-0.23839564872365315,-1.659917909346112,-0.8641111206887521,-0.32380223591896323,SC4001E0-PSG,71
